name,price,type,color,psu,side_panel,external_volume,internal_35_bays
Thermaltake Versa T26 TG ARGB,0.00,ATX Mid Tower,Black,,Tempered Glass,50.6,2
MSI MAG SHIELD 110R,0.00,ATX Mid Tower,Black,,Tempered Glass,36.5,2
ADATA XPG STARKER,0.00,ATX Mid Tower,Black,,Tempered Glass,40,2
Ocelot OGEC01,0.00,ATX Mid Tower,Black,,Tempered Glass,31.7,2
Jonsbo V11,0.00,Mini ITX Tower,Silver,,Mesh,13,0
OCPC MINI,0.00,Mini ITX Test Bench,Black,,,7.2,0
Thermaltake Core P5 V2,0.00,ATX Mid Tower,Black,,Tempered Glass,115.4,6
MagniumGear NEO AIR (2023),0.00,ATX Mid Tower,White / Black,,Tempered Glass,41.4,2
Noua Diamond C112,0.00,ATX Mid Tower,White,,Tempered Glass,39.8,2
Cooler Master HAF XB EVO,0.00,ATX Desktop,Black,,Acrylic,61.7,2
GALAX REV-01,0.00,ATX Mid Tower,Black,,Tempered Glass,41.9,2
Vetroo M03,0.00,MicroATX Mini Tower,Black,,Tempered Glass,36.1,2
Aerocool Dryft Mini V1,0.00,MicroATX Mid Tower,Black,,Tempered Glass,47,1
GameMax Aero,0.00,ATX Mid Tower,Black / White,,Tempered Glass,40.7,2
GameMax Aero Mini,0.00,MicroATX Mini Tower,Black / White,,Tempered Glass,31.5,2
GameMax Edge,0.00,ATX Mid Tower,Black,,Tempered Glass,34.2,2
GameMax Infinity Mini,0.00,MicroATX Mini Tower,White,,Tempered Glass,36.7,1
GameMax Silent Max,0.00,ATX Mid Tower,Black,,,98.5,8
DIYPC ARGB-Q1.V2,0.00,MicroATX Mini Tower,White,,Tempered Glass,,1
APNX C1-R,0.00,ATX Mid Tower,Black,,Tempered Glass,53.6,3
Ocypus Gamma C70 ARGB,0.00,ATX Mid Tower,White,,Tempered Glass,40.3,2
Cooler Master Elite 302 Lite,0.00,MicroATX Mini Tower,Black,,Tempered Glass,34.1,1
Jonsbo C5,0.00,ATX Mid Tower,Black,,Tempered Glass,34.5,4
Silverstone SETA A1,144.47,ATX Mid Tower,Silver / Black,,Tempered Glass,45.7,2
Geometric Future Model 5 Vent,159.9,ATX Mid Tower,White,,Tempered Glass,53.8,2
MagniumGear Neo G,0.00,ATX Mid Tower,Black,,Tempered Glass,41.4,2
Antec AX27 RGB ELITE,0.00,ATX Mid Tower,,,Tempered Glass,32.2,2
Thermaltake View 300 MX Snow TG ARGB,144.98,ATX Mid Tower,White,,Tempered Glass,58.8,2
Thermaltake S250 TG ARGB,0.00,ATX Mid Tower,White,,Tempered Glass,49.4,2
Antec P5,0.00,MicroATX Mini Tower,Black,,,,2
Cougar DarkBlader X5,177.76,ATX Mid Tower,Black,,Tempered Glass,50,2
Deepcool CYCLOPS,0.00,ATX Mid Tower,Black,,Tempered Glass,51.5,2
KOLINK Inspire K6,0.00,MicroATX Mini Tower,Black,,Tempered Glass,32.7,2
SHARKOON Rebel C80M RGB,0.00,ATX Mid Tower,Black,,Mesh,55.7,3
Silverstone RV05B,116.35,ATX Mid Tower,Black,,,63.8,2
In Win 301C,0.00,MicroATX Mini Tower,White,,Tempered Glass,26,1
Cooler Master MasterCase MC500P,0.00,ATX Mid Tower,Black,,Tempered Glass,65.9,4
Thermaltake Versa J22,0.00,ATX Mid Tower,Black,,Tempered Glass,,2
GameMax Vengeance,0.00,ATX Mid Tower,Black,,Tempered Glass,43.9,2
BitFenix FLOW,0.00,ATX Mid Tower,White,,Tempered Glass,42.3,2
Aerocool CS-109-S,0.00,ATX Mid Tower,Black,,,23.7,2
Cooler Master MasterBox 5T,0.00,ATX Mid Tower,Black / Red,,Acrylic,,2
Antec VSK10,295.77,MicroATX Mid Tower,Black,,,,2
Silverstone SETA A1,139.46,ATX Mid Tower,Black,,Tempered Glass,45.7,2
Thermaltake Divider 500 TG ARGB Air Snow,159.99,ATX Mid Tower,White,,Tempered Glass,56.8,2
Jonsbo D41 STD Screen,0.00,ATX Mid Tower,White,,Tempered Glass,35.4,2
NZXT Phantom 820,0.00,ATX Full Tower,Gunmetal,,Acrylic,92.8,6
NZXT H700i,0.00,ATX Mid Tower,Black / Blue,,Tempered Glass,58.6,2
Cooler Master MB600L ODD,0.00,ATX Mid Tower,Black / Red,,Acrylic,,2
NZXT H700,0.00,ATX Mid Tower,Black / Red,,Tempered Glass,58.6,2
be quiet! Silent Base 601,0.00,ATX Mid Tower,Black / Orange,,,,3
Jonsbo TR03-G,0.00,ATX Mid Tower,Black,,Tempered Glass,95.3,3
Cooler Master Elite 300 TG,0.00,MicroATX Mid Tower,Black,,Tempered Glass,35.8,2
Enermax K8 RGB,0.00,ATX Mid Tower,Black,,Tempered Glass,50.4,2
Antec LanBoy Air,0.00,ATX Mid Tower,Black / Yellow,,,58.5,6
Corsair Graphite Series 600T,0.00,ATX Mid Tower,Black,,,79.3,6
Antec Twelve Hundred,0.00,ATX Full Tower,Black,750,Acrylic,63.5,9
Cooler Master Centurion 5,0.00,ATX Mid Tower,Black / Silver,,,42,4
Cooler Master CM690 II Basic,0.00,ATX Mid Tower,Black,,,57.4,6
Thermaltake SopranoRS 101,0.00,ATX Mid Tower,Black,,Acrylic,43.7,5
Thermaltake Element V,0.00,ATX Full Tower,Black,,Acrylic,62.4,6
Cooler Master HAF 932 AMD Limited Edition,0.00,ATX Full Tower,Black / Red,,Acrylic,76.5,5
Apevia X-Master,0.00,HTPC,Black / Blue,500,,22,1
NZXT H2,0.00,ATX Mid Tower,Black,,,51.8,8
Raidmax Cyclone,0.00,ATX Mid Tower,Black / Red,450,,34.1,5
Fractal Design Define R3,0.00,ATX Mid Tower,White,,,47.5,8
Azza Orion 202 EVO,0.00,ATX Mid Tower,Black / Red,,Acrylic,43.5,4
Antec P280,0.00,ATX Mid Tower,Black / Gray,,,68,6
Sentey SS1-2421,0.00,MicroATX Slim,Black,250,,13.3,1
Silverstone PS07B,0.00,MicroATX Mini Tower,Black,,,31.4,5
Cooler Master CM 690 II Advanced NVIDIA Edition,0.00,ATX Mid Tower,Black,,Acrylic,55.7,4
Zalman ZM-Z9 U3,0.00,ATX Mid Tower,Black,,Acrylic,48.3,5
In Win Z583T.CQ350TB3L,0.00,MicroATX Mini Tower,Black / Silver,350,,24.2,1
Azza Genesis 9000W,0.00,ATX Full Tower,White / Black,,Acrylic,93,5
Ultra XBlaster V2,0.00,ATX Mid Tower,Black,450,,36,6
Thermaltake Armor Revo Gene Snow Edition,0.00,ATX Mid Tower,White,,Acrylic,69.9,5
Cooler Master Storm Scout 2 Advanced,0.00,ATX Mid Tower,Black,,Acrylic,61.6,7
Cooler Master N600,0.00,ATX Mid Tower,Black,,,48.5,7
Rosewill Galaxy-02,0.00,ATX Mid Tower,Black,,,26.4,4
BitFenix Prodigy M,0.00,MicroATX Mini Tower,White,,,35.9,4
Antec 1100 Illusion,0.00,ATX Full Tower,Black,,Acrylic,67.6,6
Corsair Carbide Series Air 540,0.00,ATX Mid Tower,Black / Silver,,Acrylic,62.6,2
Raidmax Vampire,0.00,ATX Full Tower,White / Blue,,Acrylic,80.5,7
Fractal Design Define R4 Blackout,0.00,ATX Mid Tower,Black,,Acrylic,56,8
Cooler Master 690 III,0.00,ATX Mid Tower,Black / Green,,,58.5,7
Lian Li PC-A51,0.00,ATX Mini Tower,Silver,,,,5
Phanteks Enthoo Primo,0.00,ATX Full Tower,White,,Acrylic,,6
Zalman ZM-T4,0.00,MicroATX Mini Tower,Black,,,,2
BitFenix Neos,0.00,ATX Mid Tower,Black,,,37,3
Rosewill RISE Glow,0.00,ATX Full Tower,Black,,Acrylic,55.9,5
Aerocool Mechatron-Black Steel Edition,0.00,ATX Mid Tower,Black,,Acrylic,60.3,4
Aerocool XPredator X1,0.00,ATX Mid Tower,Black,,,43.2,6
In Win IW-BQ656T.AD120TB3,0.00,Mini ITX Tower,Black,120,,3.3,0
Phanteks Enthoo Primo,0.00,ATX Full Tower,Black / Red,,Acrylic,,6
Lian Li PC-O6S,0.00,HTPC,Black,,Tempered Glass,,6
In Win 703,0.00,ATX Mid Tower,Black / Red,,Acrylic,,4
be quiet! Silent Base 600,0.00,ATX Mid Tower,Black,,,,3
DIYPC D480,0.00,ATX Mid Tower,White,,Acrylic,,2
Phanteks Eclipse P400S,0.00,ATX Mid Tower,Black,,,45.9,2
DIYPC Gamemax,0.00,ATX Full Tower,Black,,Acrylic,61.7,4
Silverstone PM01,0.00,ATX Mid Tower,Black / Red,,Acrylic,70.3,4
Deepcool Dukase,0.00,ATX Mid Tower,White,,Acrylic,,3
EVGA DG-86,0.00,ATX Full Tower,Gray,,Acrylic,,8
DAN Cases A4 SFX,0.00,Mini ITX Desktop,Black,,,,0
Rosewill GUNGNIR X,0.00,ATX Mid Tower,Black / Red,,Acrylic,,2
Aerocool Aero-300,0.00,ATX Mid Tower,Black,,Acrylic,37.8,2
Aerocool Aero-500,0.00,ATX Mid Tower,White / Black,,Acrylic,45.1,4
Phanteks Enthoo EVOLV SHIFT,0.00,Mini ITX Tower,Black,,Tinted Tempered Glass,24,1
Phanteks Enthoo Pro M TG,0.00,ATX Mid Tower,Black / White,,Tinted Tempered Glass,56.4,2
be quiet! Dark Base 900,0.00,ATX Full Tower,White,,Acrylic,82,7
BitFenix Enso,0.00,ATX Mid Tower,Black,,Tempered Glass,,2
Lian Li PC-V3000,0.00,ATX Full Tower,Black,,Tinted Tempered Glass,,9
Cooler Master MB600L,0.00,ATX Mid Tower,Black / Blue,,Acrylic,,2
Fractal Design Define R6,0.00,ATX Mid Tower,White / Black,,Tempered Glass,56.7,6
In Win 305,0.00,ATX Mid Tower,Black,,Tempered Glass,,2
DIYPC Vision II,0.00,ATX Mid Tower,Black / Blue,,Tempered Glass,46.9,3
Streacom BC1 Mini,0.00,Mini ITX Test Bench,Black,,,,0
Streacom BC1,0.00,ATX Test Bench,Silver,,,,2
Antec P6,0.00,MicroATX Mid Tower,Black,,Tempered Glass,38.1,2
Lian Li PC-Q39GWX,0.00,Mini ITX Desktop,Black,,Tempered Glass,,2
GamerChief HYVE,0.00,ATX Full Tower,Black,,Acrylic,,4
Cooler Master MasterBox MB500 TUF Edition,0.00,ATX Mid Tower,Black,,Tempered Glass,49.5,2
NZXT H700,0.00,ATX Mid Tower,Black / Blue,,Tempered Glass,58.6,2
NZXT H400,0.00,MicroATX Mini Tower,Black / Red,,Tempered Glass,36.9,1
SAMA ARK,0.00,ATX Full Tower,Black / Blue,,Tempered Glass,,4
Corsair Carbide Series 275R,0.00,ATX Mid Tower,Black / Red,,Acrylic,44.2,2
Fractal Design Define S2 Blackout,0.00,ATX Mid Tower,Black,,Tinted Tempered Glass,58.8,3
Cooler Master MasterCase SL600M,0.00,ATX Mid Tower,Silver / Black,,Tempered Glass,,4
Enermax SABERAY RGB,0.00,ATX Mid Tower,Black,,Tempered Glass,60.3,2
NZXT H700 Nuka-Cola,0.00,ATX Mid Tower,Red / Black,,Tempered Glass,58.6,2
Tecware Nexus M,0.00,MicroATX Mid Tower,White,,Tempered Glass,,2
NZXT H500 Overwatch,0.00,ATX Mid Tower,Black / Orange,,Tempered Glass,41.3,3
Rosewill PRISM S,0.00,ATX Mid Tower,White / Black,,Tempered Glass,46.9,3
BitFenix Nova Mesh TG,0.00,ATX Mid Tower,Black,,Tempered Glass,41.4,2
GameMax Centauri,0.00,MicroATX Mid Tower,Black / Red,,Acrylic,34.7,2
NZXT H510i Phantom Gaming,0.00,ATX Mid Tower,Black / Red,,Tempered Glass,41.3,2
Antec Striker,0.00,Mini ITX Tower,White,,Tempered Glass,39.6,0
Montech Air 900 MESH,0.00,ATX Mid Tower,White,,Tempered Glass,44,2
Aerocool Sentinel,0.00,ATX Mid Tower,Black,,Tempered Glass,,1
FSP Group CST 110,0.00,MicroATX Mini Tower,Black,,,15.4,3
darkFlash DLM 22,0.00,MicroATX Mid Tower,Pink,,Tempered Glass,,2
Enermax MarbleShell M MS20 ARGB,0.00,MicroATX Mini Tower,White / Black,,Tempered Glass,,2
SilentiumPC Armis AR1,0.00,ATX Mid Tower,Black,,,29.2,2
NZXT CRFT 08 H510 Valhalla,0.00,ATX Mid Tower,Black / Gray,,Tempered Glass,41.3,2
GAMDIAS ARGUS E2 ELITE,0.00,ATX Mid Tower,Black,,Tempered Glass,,2
GAMDIAS ATHENA M2 LITE,0.00,MicroATX Mid Tower,Black,,Tempered Glass,,2
GAMDIAS MARS M2,0.00,MicroATX Mid Tower,Black,,Tempered Glass,,2
Jonsbo D30,0.00,MicroATX Mini Tower,Silver / Black,,Tempered Glass,26.6,1
Vetroo AL600,0.00,ATX Mid Tower,Black,,Tempered Glass,41.7,3
darkFlash DLH21,0.00,Mini ITX Tower,Black,,,17.2,1
In Win B1 Pure,0.00,Mini ITX Desktop,White / Brown,200,,7.8,0
Thermaltake Divider 500 TG ARGB,164.98,ATX Mid Tower,Black,,Tempered Glass,56.8,2
Azza Crimson 211,0.00,ATX Mid Tower,Black,,Acrylic,40.4,3
Corsair Carbide Series SPEC-02,0.00,ATX Mid Tower,Black,,Acrylic,,3
Inter-Tech C-702 DIORAMA,0.00,ATX Mid Tower,Black,,Tempered Glass,44.1,2
Cougar MX410,0.00,ATX Mid Tower,Black,,Acrylic,36.3,2
Vetroo AL-MESH-7C,0.00,ATX Mid Tower,Black,,Tempered Glass,40.9,2
DIYPC ARGB-Q8-BK,0.00,MicroATX Mid Tower,Black,,Tempered Glass,28.4,2
Antec NX320,0.00,ATX Mid Tower,Black,,Tempered Glass,40.5,2
CiT Blaze,0.00,ATX Mid Tower,Black / Blue,,Tempered Glass,31.4,2
Apevia Destiny Pro,0.00,ATX Mid Tower,Pink / Black,,Tempered Glass,42,2
Corsair iCUE 5000D RGB AIRFLOW iCUE Lighting Node PRO,0.00,ATX Mid Tower,Black,,Tempered Glass,66.2,2
LC-Power Gaming 900B - Lumaxx Gloom,0.00,ATX Mid Tower,Black,,Tempered Glass,57,2
Chieftec STALLION II,0.00,ATX Mid Tower,Black,,Tempered Glass,62.5,2
Jonsbo MOD-3 Mini,0.00,MicroATX Mid Tower,White,,Tempered Glass,76.4,1
Antec NX360 Elite,0.00,ATX Mid Tower,Black,,Tempered Glass,37.5,1
GALAX REV-06 RGB,0.00,ATX Mid Tower,White,,Tempered Glass,39.5,2
GALAX REV-06 ARGB,0.00,ATX Mid Tower,White,,Tempered Glass,39.5,2
GameMax M60,0.00,MicroATX Mid Tower,White,,Mesh,29.4,2
Jonsbo BO 100,0.00,Mini ITX Desktop,Black,,Tempered Glass,15.7,1
KOLINK Outline,0.00,ATX Mid Tower,Black,,Tempered Glass,38.3,2
Thermaltake CTE E660 MX,0.00,ATX Mid Tower,Green / Black,,Tempered Glass,77.4,3
GameMax Spark Mini,0.00,Mini ITX Desktop,Black,,Tempered Glass,15.1,1
SAMA V Nature,0.00,ATX Mid Tower,White,,Tempered Glass,,2
MSI PRO FORGE M050A,0.00,MicroATX Mini Tower,Black,,Tempered Glass,32.8,2
Geometric Future Model 5 Vent Fanless,109.9,ATX Mid Tower,Black / Yellow,,Tempered Glass,53.8,2
Silverstone ALTA F1,290.88,ATX Mid Tower,Silver / Black,,Tempered Glass,56.8,2
SHARKOON MS-Z1000,0.00,MicroATX Mid Tower,Black,,Tempered Glass,26.2,1
Silverstone PM02-G,156.41,ATX Mid Tower,,,Tempered Glass,49.3,3
Antec NSK4100,0.00,ATX Mid Tower,Black,,,35.6,6
Fractal Design Define R6,0.00,ATX Mid Tower,Silver,,,56.7,6
Antec P110 Luce,0.00,ATX Mid Tower,Black,,Tempered Glass,,6
LC-Power Gaming 807W Stormwatch_X,0.00,ATX Mid Tower,White,,Tempered Glass,54.2,1
KOLINK Levante V2 ARGB,0.00,ATX Mid Tower,Black,,Tempered Glass,40.6,3
Thermaltake Core P90,0.00,ATX Mid Tower,Black,,Tinted Tempered Glass,135.9,3
Azza Overdrive,0.00,ATX Full Tower,Black,,Tempered Glass,,2
Thermaltake Divider 300 TG Air,124.98,ATX Mid Tower,Black,,Tempered Glass,48.2,2
Aerocool Graphite v3 ARGB,0.00,ATX Mid Tower,,,Tempered Glass,43,2
Cooler Master Elite 330,0.00,ATX Mid Tower,Black / Silver,,,38.2,5
Fractal Design Define XL R2,0.00,ATX Full Tower,Gray,,,72.1,8
Corsair Graphite Series 230T,0.00,ATX Mid Tower,Black / Red,,,,4
Thermaltake Versa N26,0.00,ATX Mid Tower,Black,,Acrylic,44.7,3
Montech Fighter 500,0.00,ATX Mid Tower,White,,Tempered Glass,38.6,2
Cougar Purity RGB,0.00,MicroATX Mini Tower,White,,Tempered Glass,28.2,2
BitFenix Saber,0.00,ATX Mid Tower,Black,,Tempered Glass,,2
Thermaltake A700 TG,0.00,ATX Full Tower,Silver,,Tempered Glass,102,4
Antec NX800,0.00,ATX Mid Tower,White,,Tempered Glass,54,3
Thermaltake Divider 200 TG,0.00,MicroATX Mini Tower,Black,,Tempered Glass,51.6,3
MSI MAG PYLON,0.00,ATX Mid Tower,Black,,Tempered Glass,45.1,2
Azza Iris 330,0.00,ATX Mid Tower,Black,,Tempered Glass,42.5,2
RAIJINTEK Ponos Ultra TG4,0.00,ATX Mid Tower,Black,,Tempered Glass,46.3,2
Cooler Master Sileo 500,0.00,ATX Mid Tower,Black,500,,41.3,4
Cooler Master Storm Sniper,0.00,ATX Mid Tower,Black,,,79.2,5
Lian Li PC-V351,0.00,MicroATX Desktop,Black,,,27.1,2
Apevia X-Alien,0.00,ATX Full Tower,Black,500,,50.9,5
Apevia X-FIT-200,0.00,Mini ITX Tower,Black,250,,6.4,1
Broadway Com Corp 939PL,0.00,ATX Mid Tower,Black,550,,34.4,4
Raidmax Blackstorm ATX-615WU,0.00,ATX Mid Tower,Black / Blue,,,47.7,4
NZXT Source 210,0.00,ATX Mid Tower,White / Black,,,42.4,8
Apex SK-386,0.00,ATX Mid Tower,Black,300,,29.2,5
Lian Li PC-TU200,0.00,Mini ITX Tower,Black,,,21.6,4
NZXT Phantom,0.00,ATX Full Tower,Black / Green,,,74.3,7
Apevia ATXB2KL,0.00,ATX Mid Tower,Beige / Gray,420,,40.2,4
Silverstone SG08B,0.00,Mini ITX Desktop,Black,600,,14.8,1
NZXT Switch 810,0.00,ATX Full Tower,Black,,Acrylic,81.3,6
Cooler Master Elite 311,0.00,ATX Mid Tower,Black / Blue,,Acrylic,40.8,5
Xigmatek Midgard II,0.00,ATX Mid Tower,Black,,,45.4,6
Cooler Master HAF 922,0.00,ATX Mid Tower,Black,,,71.5,5
Thermaltake V3 Black AMD Edition,0.00,ATX Mid Tower,Black / Red,,Acrylic,38.5,4
Cougar Challenger,0.00,ATX Mid Tower,Black / Orange,,Acrylic,71.6,7
Silverstone GD04B-USB3.0,0.00,HTPC,Black,,,21.3,2
NZXT Phantom 630,0.00,ATX Full Tower,White,,Acrylic,92,6
Ultra Rogue M925,0.00,ATX Full Tower,Black,,,61.9,8
Nanoxia Deep Silence 1,0.00,ATX Mid Tower,Black,,,57,7
Zalman MS800 Plus,0.00,ATX Mid Tower,Black,,Acrylic,,1
CFI Pharaoh Evo,0.00,ATX Full Tower,Black,,Acrylic,109.4,10
Thermaltake Chaser A31 Snow White,0.00,ATX Mid Tower,White,,Acrylic,52.7,6
Apevia X-Cruiser3,0.00,ATX Mid Tower,Pink,,Acrylic,44.7,4
Apevia X-Sniper2,0.00,ATX Mid Tower,Black / Blue,,Acrylic,,4
NZXT H230,0.00,ATX Mid Tower,Black,,,43.7,6
Cubitek MagicCube-AIO,0.00,ATX Mid Tower,Black,,,,5
Rosewill Legacy U3-B,0.00,MicroATX Mini Tower,Black,,Acrylic,20.1,2
Raidmax Viper GX,0.00,ATX Mid Tower,Black / Green,,,65.3,7
Raidmax Cobra Z,0.00,ATX Mid Tower,Black / Red,,,59.5,3
Thermaltake Versa H21,0.00,ATX Mid Tower,Black,,Acrylic,42.8,3
Thermaltake Urban T81,0.00,ATX Full Tower,Black,,Acrylic,82.8,8
Lian Li PC-V1000L,0.00,ATX Full Tower,Black,,,73.6,0
Thermaltake Commander G41,0.00,ATX Mid Tower,Black,,Acrylic,57,6
Phanteks Enthoo EVOLV,0.00,MicroATX Mini Tower,Black,,Acrylic,41.7,3
Cooler Master Silencio 652,0.00,ATX Mid Tower,Black,,,,9
Xion XON 310,0.00,MicroATX Mid Tower,Black,,,,1
Aerocool XPredator,0.00,ATX Full Tower,White,,Acrylic,,6
Thermaltake Suppressor F51,0.00,ATX Mid Tower,Black,,Acrylic,69.7,6
Lian Li PC-O5S,0.00,HTPC,Black,,Tempered Glass,,5
Corsair Carbide Series SPEC-01,0.00,ATX Mid Tower,Black / Blue,,Acrylic,38.3,4
Thermaltake Core X2,0.00,MicroATX Mini Tower,Black,,Acrylic,,4
be quiet! Silent Base 800,0.00,ATX Mid Tower,Black,,Acrylic,,7
Phanteks Enthoo EVOLV ATX,0.00,ATX Mid Tower,Silver,,Acrylic,,5
NZXT Manta,0.00,Mini ITX Desktop,White / Black,,Acrylic,,2
DIYPC Zondda,0.00,ATX Mid Tower,Black / Orange,,Acrylic,,4
Raidmax Ninja II,0.00,ATX Mid Tower,Black / Orange,,Acrylic,,3
Phanteks Eclipse P400S,0.00,ATX Mid Tower,White,,,45.9,2
BitFenix Nova,0.00,ATX Mid Tower,White,,Acrylic,,4
Thermaltake Core X31,0.00,ATX Mid Tower,Black,,Acrylic,,6
NOX Coolbay CX,0.00,MicroATX Desktop,Black,,Acrylic,,3
NZXT H440 EnVyUs,0.00,ATX Mid Tower,Black / Blue,,Acrylic,53.3,8
be quiet! Dark Base 900,0.00,ATX Full Tower,Black / Silver,,Acrylic,82,7
Azza Taurus 5000B,0.00,ATX Full Tower,Black,,Acrylic,,8
DIYPC Silence,0.00,ATX Mid Tower,Black,,Acrylic,,2
Deepcool SMARTER,0.00,MicroATX Mini Tower,Black / Blue,,,30.8,2
Lian Li PC-Q20,0.00,Mini ITX Tower,White,,,7.2,0
Cooler Master MasterBox Lite 3,0.00,MicroATX Mini Tower,Black,,Acrylic,26.9,1
NZXT H440,0.00,ATX Mid Tower,Black / Green,,Acrylic,53.3,8
SHARKOON VG4-W,0.00,ATX Mid Tower,Black / Green,,Acrylic,38.3,3
In Win 303 ROG RGB Edition,0.00,ATX Mid Tower,Black / Red,,Tempered Glass,,2
Lian Li PC-D600,0.00,ATX Full Tower,Black,,Acrylic,,6
Enermax OSTROG Lite,0.00,ATX Mid Tower,Black,,Acrylic,,2
In Win 303 MSI Dragon,0.00,ATX Mid Tower,White / Silver,,Tempered Glass,,2
Lian Li ALPHA 550X,0.00,ATX Mid Tower,Black,,Tempered Glass,56.5,4
In Win A1,0.00,Mini ITX Tower,Black,600,Tempered Glass,20.4,0
In Win A1,0.00,Mini ITX Tower,White,600,Tempered Glass,20.4,0
Raidmax Zeta B04,0.00,ATX Mid Tower,Black,,Tempered Glass,48.3,2
CiT F3,0.00,MicroATX Mini Tower,Black / Purple,,Acrylic,,2
Corsair SPEC-OMEGA RGB Newegg Edition,0.00,ATX Mid Tower,Black / Multicolor,,Tempered Glass,,3
SHARKOON VG5,0.00,ATX Mid Tower,Black / Red,,Acrylic,38.3,3
Xigmatek Hawthorn,0.00,ATX Mid Tower,Black / Blue,,Acrylic,36.1,2
be quiet! Silent Base 801,0.00,ATX Mid Tower,Black / Orange,,Tempered Glass,,5
Antec Dark Fleet DF500,0.00,ATX Mid Tower,Black,,Tempered Glass,,2
Tecware Nexus,0.00,ATX Mid Tower,Black / White,,Tempered Glass,,2
SAMA Proxima-RGB,0.00,ATX Mid Tower,Black,,Tempered Glass,,2
Cooler Master MasterBox CM694 TG,0.00,ATX Mid Tower,Black,,Tempered Glass,,6
Azza Apollo 430,0.00,ATX Mid Tower,White,,Tempered Glass,41.3,4
BitFenix Nova Mesh TG 4ARGB,0.00,ATX Mid Tower,White,,Tempered Glass,41.4,2
Thermaltake S500,0.00,ATX Mid Tower,Black,,Tempered Glass,67.8,2
AvP Galaxy III,0.00,ATX Mid Tower,Black / Blue,,Acrylic,39.4,6
Montech Flyer Black,0.00,MicroATX Mid Tower,Black,,Tempered Glass,,2
Cougar MG120,0.00,MicroATX Mini Tower,Black,,,,2
Rosewill Tyrfing V2,0.00,ATX Mid Tower,Black,,Acrylic,44.6,3
DIYPC Solo-T2-BK Black USB 3.0,0.00,ATX Mid Tower,Black / Blue,,,39.1,3
Cougar Blazer,0.00,ATX Mid Tower,Black / Orange,,Tempered Glass,,3
Aerocool Aero One Mini Eclipse,0.00,MicroATX Mini Tower,White / Black,,Tempered Glass,,2
darkFlash DLX22,0.00,ATX Mid Tower,White,,Tempered Glass,,2
SilentiumPC Armis AR7,0.00,ATX Mid Tower,Black,,Tempered Glass,63.9,3
SilentiumPC Signum SG1X EVO TG ARGB,0.00,ATX Mid Tower,Black,,Tempered Glass,,2
Montech X2 Mesh,0.00,ATX Mid Tower,White,,Tempered Glass,32.3,2
Apevia Prodigy,0.00,MicroATX Mini Tower,White,,Tempered Glass,32.5,2
Aerocool Trinity Mini V1,0.00,MicroATX Mini Tower,Black,,Tempered Glass,28.1,2
Vetroo A03,0.00,ATX Mid Tower,Pink / Black,,Tempered Glass,,2
Vetroo M01,0.00,MicroATX Mid Tower,Pink / Black,,Tempered Glass,36.6,2
DIYPC IDX6,0.00,ATX Mid Tower,Black,,Tempered Glass,52.9,2
NZXT H510i Rivals,0.00,ATX Mid Tower,Yellow / Black,,Tempered Glass,41.3,2
Cougar MX430 Air RGB,0.00,ATX Mid Tower,White / Black,,Tempered Glass,37.6,2
GameMax Contac Turbo COC,0.00,ATX Mid Tower,Black / Gray,,Tempered Glass,43,2
GameMax Contac Turbo COC,0.00,ATX Mid Tower,Pink / White,,Tempered Glass,43,2
darkFlash DLC29,0.00,ATX Mid Tower,White,,,38.6,2
Antec DP505,0.00,ATX Mid Tower,White,,Tempered Glass,51.9,2
Apevia Genesis Pro,0.00,ATX Mid Tower,Pink,,Tempered Glass,35.7,3
Deepcool MACUBE 310P,0.00,ATX Mid Tower,White,,Tempered Glass,45.2,2
Golden Field MAGE,0.00,ATX Mid Tower,Green / Black,,Tempered Glass,47.6,2
Phanteks Evolv X,0.00,ATX Mid Tower,White,,Tempered Glass,64.9,4
Cougar MX410-T,0.00,ATX Mid Tower,Black,,Tempered Glass,36.3,2
Aerocool Delta,0.00,ATX Mid Tower,Black,,Acrylic,30.3,2
Antec P7 NEO,0.00,ATX Mid Tower,Black,,,46.3,2
CiT Raider AIR,0.00,ATX Mid Tower,Black,,Tempered Glass,35.3,2
Corsair iCUE 5000D RGB AIRFLOW iCUE Lighting Node PRO,0.00,ATX Mid Tower,White,,Tempered Glass,66.2,2
Enermax StarryKnight SK30 RGB,0.00,ATX Mid Tower,Black,,Tempered Glass,,2
Xigmatek Overtake,0.00,ATX Full Tower,Black,,Tempered Glass,67.8,2
ADATA XPG VALOR MESH ARGB,0.00,ATX Mid Tower,Black,,Tempered Glass,35.8,2
Jonsbo BO 100,0.00,Mini ITX Desktop,Silver,,Tempered Glass,15.7,1
DIYPC G3-ARGB,0.00,ATX Mid Tower,Black,,Tempered Glass,43.3,2
GameMax Infinity Mini,0.00,MicroATX Mini Tower,Black,,Tempered Glass,36.7,1
GameMax Titan Silent,0.00,ATX Full Tower,Black,,,53.8,8
MSI MAG FORGE 100M Lite,0.00,ATX Mid Tower,Black,,Tempered Glass,44.1,2
Mars Gaming MC9,0.00,ATX Mid Tower,Black,,Tempered Glass,55.7,2
Jonsbo Jonsplus Z20,0.00,MicroATX Desktop,Orange / White,,Tempered Glass,25.3,1
YEYIAN Haizen 2500,0.00,MicroATX Mid Tower,White,,Tempered Glass,24.7,2
YEYIAN Vortex 1200,0.00,ATX Mid Tower,Black / Red,,Tempered Glass,27.5,2
